9.390619,47.430326,kantonsspital,st,gallen
8.573895,47.372712,hotel,grand,dolder
8.541645,47.371404,hotel,storchen,weinplatz
8.533354,47.373745,swisscasino,gessnerallee
8.562125,47.450992,airport,kloten
8.562125,47.450992,kloten,vorfahrt
8.562125,47.450992,kloten,hotelstrasse,2780
8.516810,47.372000,aemtlerstrasse,zwinglihaus,kalkbreitestrasse
8.549613,47.358944,bellerivestrasse,klausstrasse
8.519481,47.395162,waidfussweg,dorfstrasse,hoenggerstrasse
8.564343,47.453338,8302,kloten,rondell-strasse
8.528262,47.380039,hotel,twenty,five,hours,langstr
8.568886,47.436284,glattbrugg,muellackerstrasse
8.504772,47.362390,busstation,friesenbergstrasse,31
8.565579,47.424150,glattbrugg,earhartstrasse
8.548319,47.377340,eth/unispital,tramstation
8.489315,47.387517,badenerstrasse,"651"
8.545033,47.396139,tram/busstation,irchel
9.410335,47.441845,brauerstrasse,riet,9016
8.520149,47.364364,zurich,46,austrasse
8.571260,47.436937,glattbrugg,8152,hohenbühlstrasse
9.399548,47.436587,riet,9016,harzbüchelstrasse
8.495652,47.382385,flueelastrasse,23,zurich
8.558503,47.415922,ibis,hotel,heidi,abel-weg,5
8.510539,47.378018,badenerstrasse,343,schuhservice
8.535180,47.362966,general,guisan-quai,40
8.583483,47.414105,bahnhof,kloten,8302
8.540827,47.448093,max,bill-platz,19
9.421232,47.451451,fuchsenstrasse,riet
8.573674,47.431354,glattbrugg,mühlegasse
8.578773,47.427000,glattbrugg,graetzlistrasse
8.540737,47.372201,wohlleb-gasse
8.578504,47.426661,glattbrugg,vrenikerstrasse
8.540137,47.372369,widder-gasse,zurich
